Agency,Local Code,County,Township,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Name,Roadway Suffix,Roadway Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Intersecting Road Number,Mile Marker,Interchange,Corporate Limits?,Property Type,Feet From,Direction,Latitude,Longitude,Roadway Class,Traffic Control Devices?,Aggressive Driving?,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Damage Estimate,Manner of Collision,Unique Location Id,State Property Damage?,Traffic Control
BLOOMINGTON PD,B1838586,MONROE,BLOOMINGTON,BLOOMINGTON,9/19/18,8:30 PM,1,0,1,0,0,,N COLLEGE,AVE,,,,N COLLEGE,W 9TH,,,,Y,,,,39.170544,-86.534768,LOCAL/CITY ROAD,Y,N,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,NCOLLEGEAVEW9THST,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B1844330,MONROE,BLOOMINGTON,BLOOMINGTON,10/27/18,8:45 PM,1,0,0,1,0,615,W 1ST,ST,,,,W 1ST,,,,,Y,,,,39.177744,-86.53975543,OTHER,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,UNDER $1001,BACKING CRASH,W1STST,1,NONE
INDIANA UNIV BLOOMINGTON PD,182927,MONROE,BLOOMINGTON,BLOOMINGTON,11/30/18,12:19 PM,1,0,1,0,0,,JORDAN,AVE,,,,JORDAN,7TH,,,,Y,,,,39.168944,-86.516016,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,E7THSTJORDANAVE,1,OTHER
BLOOMINGTON PD,B1901594,MONROE,PERRY,BLOOMINGTON,1/11/19,6:55 PM,1,0,1,0,0,350,LANDMARK,AVE,,,,S LANDMARK,,,,,Y,,,,39.16306,-86.55664,OTHER,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,UNDER $1001,LEFT TURN,SLANDMARKAVE,1,NONE
BLOOMINGTON PD,B1907936,MONROE,PERRY,BLOOMINGTON,2/25/19,7:20 PM,1,0,1,0,0,,PATTERSON,DR,,,,S PATTERSON,2ND,,,,Y,,,,39.1606,-86.548355,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SPATTERSONDRW2NDST,1,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,190799,MONROE,BLOOMINGTON,BLOOMINGTON,3/24/19,7:25 PM,1,0,1,0,0,,UNION,ST,,,,UNION,TENTH,,,,Y,,150,S,0,0,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAWN/DUSK,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,TENTHSTUNIONST,1,NONE
INDIANA UNIV BLOOMINGTON PD,191883,MONROE,BLOOMINGTON,BLOOMINGTON,9/8/19,3:50 AM,1,0,1,0,0,,INDIANA,AVE,,,,INDIANA,NINTH,,,,Y,,,,39.17045,-86.52699,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,INDIANAAVENINTHST,1,LANE CONTROL
INDIANA UNIV BLOOMINGTON PD,192683,MONROE,BLOOMINGTON,BLOOMINGTON,11/11/19,7:16 PM,1,0,1,0,0,,INDIANA,AVE,,,,INDIANA,KIRKWOOD,,,,Y,,,,39.16653,-86.52693,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),BLOWING SAND/SOIL/SNOW,SNOW/SLUSH,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,INDIANAAVEKIRKWOODAVE,1,STOP SIGN
BLOOMINGTON PD,B2003304,MONROE,BLOOMINGTON,BLOOMINGTON,1/23/20,11:24 AM,1,0,1,0,0,,7TH,ST,,,,7TH,ROGERS,,,,Y,,,,39.168704,-86.538576,LOCAL/CITY ROAD,,N,N,URBAN,Y,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,7THSTROGERSST,1,NONE
INDIANA UNIV BLOOMINGTON PD,200349,MONROE,BLOOMINGTON,BLOOMINGTON,2/6/20,9:48 PM,1,0,1,0,0,,JORDAN,AVE,,,,JORDAN,EAST 17TH,,,,Y,,,,39.17883,-86.51093,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,WET,,T-INTERSECTION,CURVE/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,EAST17THSTJORDANAVE,1,NONE
MONROE SD,M20A12149,MONROE,PERRY,BLOOMINGTON,5/2/20,2:52 PM,1,0,1,0,0,,,,SR37S,,,SR37S,ZIKES,,,,N,,,,39.04941,-86.54102,STATE ROAD,,N,N,RURAL,N,Y,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,$2501 TO $5000,COLLISION WITH OBJECT IN ROAD,SR37SZIKESRD,1,LANE CONTROL
BLOOMINGTON PD,B2016420,MONROE,BLOOMINGTON,BLOOMINGTON,5/2/20,9:30 PM,1,0,1,0,0,1511,HUNTINGTON,DR,,,,S HUNTINGTON,,,,,Y,,,,39.14987633,-86.52072333,OTHER,,Y,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER LANE USAGE,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SHUNTINGTONDR,1,NONE
BLOOMINGTON PD,B2022913,MONROE,PERRY,BLOOMINGTON,6/24/20,12:15 PM,1,0,1,0,0,,E GRIMES,LN,,,,E GRIMES,S LINCOLN,,,,Y,,,,39.153424,-86.531152,LOCAL/CITY ROAD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,UNDER $1001,RIGHT ANGLE,EGRIMESLNSLINCOLNST,1,STOP SIGN
BLOOMINGTON PD,B2024804,MONROE,BLOOMINGTON,BLOOMINGTON,7/9/20,10:47 AM,1,0,1,0,0,,W BLOOMFIELD,RD,,,,W BLOOMFIELD,,,,,Y,,,,0,0,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SR37SWBLOOMFIELDRD,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B20-37131,MONROE,BLOOMINGTON,BLOOMINGTON,10/12/20,7:55 PM,1,0,1,0,0,,E 3RD,ST,,,,E 3RD,E ATWATER,,,,Y,,,,39.164448,-86.528096,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT TURN,E3RDSTEATWATERAVE,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B2100399,MONROE,BLOOMINGTON,BLOOMINGTON,1/5/21,3:05 PM,1,0,1,0,0,,S COLLEGE,AVE,,,,S COLLEGE,E KIRKWOOD,,,,Y,,,,39.16664,-86.5348,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,LEFT TURN,EKIRKWOODAVESCOLLEGEAVE,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B2100672,MONROE,BLOOMINGTON,BLOOMINGTON,1/8/21,11:29 AM,1,0,0,0,0,1122,W 11TH,ST,,,,W 11TH,,,,,Y,,,,39.173344,-86.54734825,OTHER,,Y,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,W11THST,2,NONE
INDIANA UNIV BLOOMINGTON PD,214328,MONROE,BLOOMINGTON,BLOOMINGTON,12/17/21,6:30 AM,1,,1,0,0,,E 7TH ST,,,,,E 7TH ST,N FORREST AVE,,,,Y,,0,,39.16847157,-86.52234382,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,LEFT TURN,NFORRESTAVEE7THST,1,
BLOOMINGTON PD,B22-26373,MONROE,BLOOMINGTON,BLOOMINGTON,7/11/22,2:07 AM,1,,1,0,0,,S WESTPLEX AVE,,,,,S WESTPLEX AVE,,,,,Y,,0,,39.16550199,-86.55399925,PRIVATE DRIVE,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,SWESTPLEXAVE,1,
BLOOMINGTON PD,B23-14632,MONROE,PERRY,BLOOMINGTON,3/23/23,6:41 PM,1,,1,0,0,,S COLLEGE AVE,,,,,S COLLEGE AVE,W 2ND STREET,,,,Y,,150,,39.1605177,-86.53501813,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,COLLISION WITH ANIMAL OTHER,W2NDSTREETSCOLLEGEAVE,1,
BLOOMINGTON PD,B2131258,MONROE,BLOOMINGTON,BLOOMINGTON,9/4/21,12:00 PM,1,0,1,0,0,,COLLEGE,AVE,,,,COLLEGE,11TH,,,,Y,,500,N,39.17460528,-86.534752,LOCAL/CITY ROAD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,COLLISION WITH OBJECT IN ROAD,11THSTCOLLEGEAVE,1,LANE CONTROL
MONROE SD,M21A27272,MONROE,VAN BUREN,BLOOMINGTON,10/2/21,6:57 PM,1,0,1,0,0,3585,W STATE 45,RD,,,,W STATE 45,,,,,Y,,,,39.141477,-86.58021,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,WSTATE45RD,1,NONE
INDIANA UNIV BLOOMINGTON PD,221991,MONROE,BLOOMINGTON,BLOOMINGTON,5/27/22,4:00 PM,1,,1,0,0,,N JORDAN AVE,,,,,N JORDAN AVE,N FISHER CT,,,,Y,,0,,39.1837542,-86.51601113,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,,ASPHALT,IMPROPER PASSING,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,NJORDANAVENFISHERCT,1,
BLOOMINGTON PD,B23-08482,MONROE,BLOOMINGTON,BLOOMINGTON,2/19/23,6:00 PM,1,,1,0,0,215,S WESTPLEX AVE,,,,,S WESTPLEX AVE,,,,,Y,,0,,39.16491629,-86.55384361,,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,UNDER $1001,RIGHT TURN,SWESTPLEXAVE,1,
BLOOMINGTON PD,B23-14853,MONROE,BLOOMINGTON,BLOOMINGTON,3/24/23,9:15 PM,1,,1,0,0,,S PETE ELLIS DR,,,,,S PETE ELLIS DR,N PETE ELLIS DR,,,,Y,,0,,39.16691885,-86.49494383,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,COLLISION WITH OBJECT IN ROAD,SPETEELLISDRNPETEELLISDR,1,
BLOOMINGTON PD,B22-52622,MONROE,BLOOMINGTON,BLOOMINGTON,12/19/22,1:27 PM,1,,1,0,0,,2813 E 3RD ST,,,,,2813 E 3RD ST,,,,,Y,,0,,39.16556576,-86.49597592,PRIVATE DRIVE,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,VIEW OBSTRUCTED,UNDER $1001,LEFT TURN,2813E3RDST,1,
INDIANA UNIV BLOOMINGTON PD,230466,MONROE,BLOOMINGTON,BLOOMINGTON,2/3/23,4:55 PM,1,,1,0,0,,E 3RD ST,,,,,E 3RD ST,S EAGLESON AVENUE,,,,Y,,0,,39.16429582,-86.51650733,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT/RIGHT TURN,SEAGLESONAVENUEE3RDST,1,
MONROE SD,M15A6192,MONROE,RICHLAND,ELLETTSVILLE,3/31/15,3:30 PM,1,0,1,0,0,4499,,,SR46,,,W SR 46,,,,,Y,,,,39.2512,-86.652504,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,UNDER $1001,BACKING CRASH,WSR46HWY,1,NONE
BLOOMINGTON PD,51613110,MONROE,BLOOMINGTON,BLOOMINGTON,5/16/13,10:00 AM,1,0,1,0,0,,E 3RD,ST,,,,E 3RD ST,SOUTH KINGSTON,,,,Y,OTHER,,,39.16424,-86.492944,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAWN/DUSK,CLOUDY,DRY,NONE,FOUR-WAY INTERSECTION,CURVE/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,E3RDSTSOUTHKINGSTONAVE,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,61513248,MONROE,BLOOMINGTON,BLOOMINGTON,6/15/13,6:35 PM,1,0,1,0,0,,3RD,ST,,,,3RD ST,,US37N,,,Y,OTHER,,,39.164752,-86.573104,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,NONE,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,LEFT TURN,3RDSTUS37N,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,62613121,MONROE,BLOOMINGTON,BLOOMINGTON,6/26/13,2:21 PM,1,0,1,0,0,,WEST KIRKWOOD,AVE,,,,WEST KIRKWOOD AVE,RODGERS,,,,Y,PRIVATE,,,39.16659496,-86.53870046,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,HEAD ON BETWEEN TWO MOTOR VEHICLES,RODGERSSTWESTKIRKWOODAVE,1,NONE
BLOOMINGTON PD,91913224,MONROE,BLOOMINGTON,BLOOMINGTON,9/19/13,6:35 PM,1,0,0,0,0,,WALNUT,ST,,,,WALNUT ST,KIRKWOOD,,,,Y,OTHER,,,39.16658029,-86.53361029,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,KIRKWOODAVEWALNUTST,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,92213004,MONROE,BLOOMINGTON,BLOOMINGTON,9/22/13,12:06 AM,1,0,1,0,0,,17TH,ST,,,,17TH ST,LINCOLN,,,,Y,OTHER,,,39.17904,-86.530848,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,17THSTLINCOLNST,1,LANE CONTROL
BLOOMINGTON PD,12514110,MONROE,BLOOMINGTON,BLOOMINGTON,1/25/14,12:32 PM,2,0,3,0,0,,2ND,ST,,,,2ND ST,COLLEGE,,,,Y,OTHER,,,39.16138016,-86.53492994,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,WET,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,$5001 TO $10000,RIGHT ANGLE,2NDSTCOLLEGEAVE,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,20314216,MONROE,BLOOMINGTON,BLOOMINGTON,2/3/14,7:35 PM,1,0,1,0,0,4113,N ROSEWOOD,DR,,,,N ROSEWOOD DR,,,,,Y,PRIVATE,,,39.20740128,-86.54956054,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,CONCRETE,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,UNDER $1001,NON-COLLISION,NROSEWOODDR,1,NONE
INDIANA UNIV BLOOMINGTON PD,140532,MONROE,PERRY,BLOOMINGTON,2/16/14,8:07 PM,1,0,1,0,0,,ATWATER,AVE,,,,ATWATER AVE,THIRD,,,,Y,OTHER,251,S,39.16313936,-86.52589516,LOCAL/CITY ROAD,,N,Y,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,CURBED,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,ATWATERAVETHIRDST,1,STOP SIGN
BLOOMINGTON PD,30714047,MONROE,BLOOMINGTON,BLOOMINGTON,3/7/14,2:27 AM,1,0,0,0,0,309,N WALNUT,ST,,,,N WALNUT ST,,,,,Y,PRIVATE,,,39.16871445,-86.53356669,LOCAL/CITY ROAD,,Y,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,NWALNUTST,1,NONE
BLOOMINGTON PD,51414205,MONROE,PERRY,BLOOMINGTON,5/14/14,4:30 PM,2,0,1,0,0,1499,W BLOOMFIELD,RD,,,,W BLOOMFIELD RD,,,,,Y,PRIVATE,,,39.158448,-86.556992,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,$1001 TO $2500,BACKING CRASH,WBLOOMFIELDRD,0,NONE
BLOOMINGTON PD,62314180,MONROE,BLOOMINGTON,BLOOMINGTON,6/23/14,2:15 PM,1,0,1,0,0,,MADISON,ST,,,,MADISON ST,17TH,,,,Y,OTHER,,,39.178992,-86.537792,LOCAL/CITY ROAD,Y,N,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,IMPROPER LANE USAGE,UNDER $1001,REAR END,17THSTMADISONST,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,83114038,MONROE,BLOOMINGTON,BLOOMINGTON,8/31/14,2:15 AM,1,0,1,0,0,309,N WALNUT,ST,,,,N WALNUT ST,,,,,Y,OTHER,,,39.16871445,-86.53356669,LOCAL/CITY ROAD,,N,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,NWALNUTST,0,NONE
BLOOMINGTON PD,90114089,MONROE,BLOOMINGTON,BLOOMINGTON,9/1/14,9:20 AM,1,0,1,0,0,,S CURRY,PIKE,,,,S CURRY PIKE,WEST SR 48 3RD ST,,,,Y,OTHER,,,39.164544,-86.560096,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,CONCRETE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,RIGHT TURN,SCURRYPIKEWESTSR483RDSTRD,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B1413487,MONROE,PERRY,BLOOMINGTON,11/3/14,2:43 PM,1,0,1,0,0,1919,SOUTH WALNUT,,,,,SOUTH WALNUT,,,,,Y,,,,39.14583588,-86.53125,OTHER,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,,,SOUTHWALNUTST,1,NONE
BLOOMINGTON PD,B1413748,MONROE,BLOOMINGTON,BLOOMINGTON,11/5/14,2:45 PM,1,0,1,0,0,,WALNUT,,,,,WALNUT,,,,,Y,,,,39.186368,-86.5344,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,UNDER $1001,BACKING CRASH,SR46WWALNUTST,1,NONE
BLOOMINGTON PD,B1417019,MONROE,PERRY,BLOOMINGTON,12/2/14,4:00 PM,1,0,1,0,0,,THIRD,,,,,THIRD,INDIANA,,,,Y,,,,39.164448,-86.5268,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,RIGHT TURN,INDIANAAVETHIRDST,1,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,150053,MONROE,BLOOMINGTON,BLOOMINGTON,1/13/15,11:49 AM,1,0,1,0,0,,INDIANA,,,,,INDIANA,6TH,,,,Y,,,,39.167744,-86.526928,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,LEFT TURN,6THSTINDIANAAVE,1,LANE CONTROL
BLOOMINGTON PD,B1502069,MONROE,BLOOMINGTON,BLOOMINGTON,1/17/15,2:01 AM,1,0,1,0,0,,DUNN,,,,,DUNN,KIRKWOOD,,,,Y,,,,39.16664,-86.528192,LOCAL/CITY ROAD,,N,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,COLLISION WITH OBJECT IN ROAD,DUNNSTKIRKWOODAVE,1,STOP SIGN
BLOOMINGTON PD,B1505690,MONROE,PERRY,BLOOMINGTON,2/10/15,8:00 PM,1,0,1,0,0,,WALNUT,,,,,WALNUT,HILLSIDE,,,,Y,,,,39.150544,-86.5336,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,LEFT TURN,HILLSIDEDRWALNUTST,1,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,151008,MONROE,BLOOMINGTON,BLOOMINGTON,4/8/15,11:33 AM,1,0,1,0,0,,SOUTH HAWTHORNE,,,,,SOUTH HAWTHORNE,3RD,,,,Y,,600,N,39.22770039,-86.52008404,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,NONE,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,3RDSTSOUTHHAWTHORNEDR,1,OTHER REGULATORY SIGN/MARKING
INDIANA UNIV BLOOMINGTON PD,151118,MONROE,BLOOMINGTON,BLOOMINGTON,4/17/15,3:15 PM,1,0,0,0,0,,ATWATER,,,,,ATWATER,FESS,,,,Y,,,,39.16312024,-86.52590028,LOCAL/CITY ROAD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,ATWATERAVEFESSAVE,1,STOP SIGN
BLOOMINGTON PD,B1518354,MONROE,PERRY,BLOOMINGTON,5/6/15,11:03 AM,1,0,1,0,0,,1ST,ST,,,,1ST,B LINE,,,,Y,,,,0,0,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,UNDER $1001,RIGHT ANGLE,1STSTBLINETRL,1,STOP SIGN
INDIANA UNIV BLOOMINGTON PD,152780,MONROE,BLOOMINGTON,BLOOMINGTON,10/19/15,4:12 PM,1,0,1,0,0,,JORDAN,AVE,,,,JORDAN,E JONES,,,,Y,,,,39.16540012,-86.51640996,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,CURBED,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,EJONESAVEJORDANAVE,1,NONE
