Agency,Local Code,County,Township,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Name,Roadway Suffix,Roadway Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Intersecting Road Number,Mile Marker,Interchange,Corporate Limits?,Property Type,Feet From,Direction,Latitude,Longitude,Roadway Class,Traffic Control Devices?,Aggressive Driving?,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Damage Estimate,Manner of Collision,Unique Location Id,State Property Damage?,Traffic Control,DateTime,Address Number,Cyclist Involved,Pedestrian Involved
BLOOMINGTON PD,B22-06154,MONROE,PERRY,BLOOMINGTON,1,,0,0,0,,W 3RD ST,,,,,W 3RD ST,W KIRKWOOD AVE,,0.0,,Y,,200.0,,39.32632868843664,-86.51500104922633,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,SLEET/HAIL/FREEZING RAIN,ICE,,NO JUNCTION INVOLVED,,ASPHALT,RDWAY SURFACE CONDITION,$2501 TO $5000,OTHER - EXPLAIN IN NARRATIVE,WKIRKWOODAVEW 3RDST,0,,2022-02-24 07:10:00,,,
BLOOMINGTON PD,B22-13720,MONROE,BLOOMINGTON,BLOOMINGTON,2,,1,0,0,,ST RD 46,,,,,ST RD 46,N KINSER PK,,,,Y,,0.0,,39.20524519798455,-86.46334996267507,ST RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,$1001 TO $2500,REAR END,STATERD46NKINSERPK,0,,2022-04-19 18:18:00,,,
ISP BLOOMINGTON 33,2.022E+11,MONROE,BLOOMINGTON,BLOOMINGTON,1,,0,0,0,,I-69,,,,,I-69,,,,,Y,,0.0,,-3.487687524416463e-06,-6.804492773647541e-06,INTERSTATE,,,,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN RDWAY,$1001 TO $2500,COLLISION WITH OBJECT IN RD,I-69,0,,2022-04-06 06:30:00,,,
INDIANA UNIV BLOOMINGTON PD,223127,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1,0,0,,E 9TH ST,,,,,E 9TH ST,N WOODLAWN AVE,,,,Y,,0.0,,39.166827067521666,-86.58235307220679,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,NWOODLAWNAVEE9THST,1,,2022-09-07 11:30:00,,True,
ISP BLOOMINGTON 33,2.022E+11,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,ST RD 37,,,,,ST RD 37,S VICTOR PK,,,,N,,0.0,,39.15492093934725,-86.56322130564519,ST RD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,DISREGARD SIGNAL/REG SIGN,$10001 TO $25000,RIGHT ANGLE,S ST RD 37VICTORPK,0,,2022-10-11 15:40:00,,,
BLOOMINGTON PD,B22-05353,MONROE,VAN BUREN,BLOOMINGTON,2,,0,0,0,,W 3RD ST,,,,,W 3RD ST,S LIBERTY DR,,,,Y,,0.0,,39.1833023827245,-86.48784963691975,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,RIGHT ANGLE,W 3RDSTSLIBERTYDR,0,,2022-02-17 14:40:00,,,
BLOOMINGTON PD,B22-39158,MONROE,BLOOMINGTON,BLOOMINGTON,2,,1,0,0,,S JEFFERSON ST,,,,,S JEFFERSON ST,E 3RD ST,,,,Y,,0.0,,39.164525818272026,-86.57331267773617,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,$5001 TO $10000,REAR END,SJEFFERSONSTE 3RDST,0,,2022-09-26 19:05:00,,,True
INDIANA UNIV BLOOMINGTON PD,221657,MONROE,BLOOMINGTON,BLOOMINGTON,1,,0,0,0,,E UNIVERSITY RD,,,,,E UNIVERSITY RD,N FEE LN,,,,Y,,0.0,,39.181554253295126,-86.63715461325874,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,$2501 TO $5000,BACKING CRASH,NFEELNEUNIVERSITYRD,0,,2022-04-27 15:30:00,,,
MONROE SD,M22A25179,MONROE,INDIAN CREEK,BLOOMINGTON,1,,1,0,0,,S ROCKPORT RD,,,,,S ROCKPORT RD,S LODGE RD,,,,N,,500.0,,39.25202,-86.62066,LOCAL/CITY RD,,,,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OVERCORRECTING/OVERSTEERING,$5001 TO $10000,RAN OFF RD,SROCKPORTRDSLODGERD,0,,2022-10-13 20:30:00,,,
DNR LAW ENFORCEMENT,06-22-02454,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,S FAIRFAX RD,,,,,S FAIRFAX RD,,,,,N,,0.0,,39.10556304541703,-86.55018030563438,ST RD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,GRAVEL,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$2501 TO $5000,BACKING CRASH,SFAIRFAXRD,0,,2022-09-02 19:10:00,,,
BLOOMINGTON PD,B22-21674,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,S WALNUT ST,,,,,S WALNUT ST,W 2ND ST,,,,Y,,0.0,,39.16219343180799,-86.52108428766887,,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,UNSAFE BACKING,UNDER $1001,BACKING CRASH,W 2NDSTSWALNUTST,0,,2022-06-10 13:10:00,,,
MONROE SD,M22A22059,MONROE,VAN BUREN,BLOOMINGTON,2,,0,0,0,1520,S LIBERTY DR,,,,,S LIBERTY DR,,,,,N,,0.0,,39.20861746038118,-86.58244250219256,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,$2501 TO $5000,BACKING CRASH,SLIBERTYDR,0,,2022-09-08 09:13:00,,,
ISP BLOOMINGTON 33,2.022E+11,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,1201,W THAT RD,,,,,W THAT RD,,,,,N,,0.0,,39.16848717070966,-86.52694177774616,PRIVATE DR,,,,RURAL,Y,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,IMPROPER TURNING,$1001 TO $2500,SAME DIRECTION SIDESWIPE,WTHATRD,0,,2022-03-08 08:05:00,,,
MONROE SD,M22A18316,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,W VERNAL PK,,,,,W VERNAL PK,N CURRY PK,,,,N,,0.0,,39.171504879214886,-86.49793700406502,LOCAL/CITY RD,,,,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$5001 TO $10000,REAR END,WVERNALPKNCURRYPK,0,,2022-07-28 19:50:00,,,
MONROE SD,M22A10097,MONROE,BEAN BLOSSOM,STINESVILLE,1,,0,0,0,,W WALKER LN,,,,,W WALKER LN,,,,,N,,0.0,,39.16418928626449,-86.4812341685732,LOCAL/CITY RD,,,,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OVERCORRECTING/OVERSTEERING,$10001 TO $25000,RAN OFF RD,WWALKERLN,0,,2022-05-03 18:39:00,,,
MONROE SD,M22A25440,MONROE,POLK,BLOOMINGTON,1,,0,0,1,,ST RD 446,,,,,ST RD 446,,,,,N,,0.0,,39.18355759453855,-86.53383435892397,ST RD,,,,RURAL,N,Y,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN RDWAY,$1001 TO $2500,COLLISION WITH DEER,STATERD446,0,,2022-10-16 20:24:00,,,
BLOOMINGTON PD,B22-17706,MONROE,VAN BUREN,BLOOMINGTON,2,,0,0,0,,W BLOOMFIELD RD,,,,,W BLOOMFIELD RD,S LEONARD SPRINGS RD,,,,Y,,0.0,,39.14704841,-86.53269648,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,RIGHT ANGLE,WBLOOMFIELDRDSLEONARDSPRINGSRD,0,,2022-05-14 09:30:00,,,
BLOOMINGTON PD,B22-41707,MONROE,PERRY,BLOOMINGTON,4,,0,0,0,,W EZEKIEL DR,,,,,W EZEKIEL DR,ELEMENT WAY,,,,Y,,0.0,,39.16667,-86.54655,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,BRAKE FAILURE OR DEFECTIVE,$10001 TO $25000,SAME DIRECTION SIDESWIPE,WEZEKIELDRELEMENTWAY,0,,2022-10-09 19:16:00,,,
BLOOMINGTON PD,B22-33224,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,701,N COLLEGE AVE,,,,,N COLLEGE AVE,,,,,Y,,0.0,,39.186384128426184,-86.53774356960393,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,CONCRETE,UNSAFE BACKING,$2501 TO $5000,BACKING CRASH,NCOLLEGEAVE,0,,2022-08-23 17:26:00,,,
BLOOMINGTON PD,B22-12063,MONROE,RICHLAND,BLOOMINGTON,2,,0,0,0,3870,W 3RD ST,,,,,W 3RD ST,,,,,Y,,0.0,,39.18075488473885,-86.55762306583989,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,BACKING CRASH,W 3RDST,0,,2022-04-07 05:28:00,,,
INDIANA UNIV BLOOMINGTON PD,222752,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,709,N FEE LN,,,,,N FEE LN,,,,,Y,,0.0,,39.170405888915504,-86.52354693627409,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,CONCRETE,IMPROPER TURNING,$10001 TO $25000,RIGHT TURN,NFEELN,0,,2022-08-22 14:05:00,,,
MONROE SD,M22A2957,MONROE,PERRY,BLOOMINGTON,1,,0,0,1,,S ROGERS ST,,,,,S ROGERS ST,PHYLLIS ST,,,,N,,50.0,,39.10566,-86.55126,LOCAL/CITY RD,,,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN RDWAY,$1001 TO $2500,COLLISION WITH DEER,SROGERSSTPHYLLISST,0,,2022-02-08 01:09:00,,,
INDIANA UNIV BLOOMINGTON PD,222782,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,E 3RD ST,,,,,E 3RD ST,S INDIANA AVE,,,,N,,0.0,,39.16461,-86.57913,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,IMPROPER LN USAGE,UNDER $1001,SAME DIRECTION SIDESWIPE,SINDIANAAVEE 3RDST,0,,2022-08-23 16:25:00,,,
INDIANA UNIV BLOOMINGTON PD,221727,MONROE,BLOOMINGTON,BLOOMINGTON,1,,0,0,0,,E LAW LN,,,,,E LAW LN,,,,,Y,,0.0,,39.13665359382691,-86.54562827979608,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE SPEED,$5001 TO $10000,RAN OFF RD,ELAWLN,0,,2022-05-02 18:10:00,,,
MONROE SD,M22A24207,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,ST RD 446,,,,,ST RD 446,,,,,N,,0.0,,39.16423552597957,-86.50710889809774,,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,BRAKE FAILURE OR DEFECTIVE,$1001 TO $2500,REAR END,STATERD446,0,,2022-10-02 16:19:00,,,
ISP BLOOMINGTON 33,2.022E+11,MONROE,CLEAR CREEK,BLOOMINGTON,1,,0,0,0,ST RD 37,3200' S OF SMITHVILLE RD,,,,,3200' S OF SMITHVILLE RD,,,,,N,,0.0,,39.17235718851625,-86.49992495259752,ST RD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,3200'SOUTHOFSMITHVILLERD,0,,2022-03-16 18:30:00,,,
BLOOMINGTON PD,B22-20233,MONROE,PERRY,BLOOMINGTON,3,,1,0,0,,E 3RD ST,,,,,E 3RD ST,PETE LLIS DR,,,,Y,,0.0,,39.17889323,-86.51575632,LOCAL/CITY RD,,,,URBAN,N,N,Y,LN CLOSURE,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,$5001 TO $10000,REAR END,PETEELLISDRE 3RDST,0,,2022-06-01 11:01:00,,,
MONROE SD,M22A23113,MONROE,SALT CREEK,BLOOMINGTON,2,,1,0,0,,ST RD 46,,,,,ST RD 46,ST RD 46,,,,N,,0.0,,39.07883728108897,-86.59417197548632,,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$10001 TO $25000,RIGHT ANGLE,STATERD46STATERD46,0,,2022-09-20 08:17:00,,,
BLOOMINGTON PD,B22-26681,MONROE,PERRY,BLOOMINGTON,1,,1,0,0,,I-69,,,,,I-69,,,,,Y,,0.0,,39.01622576910796,-86.48288408107986,INTERSTATE,,,,URBAN,N,Y,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,DRIVER ASLEEP OR FATIGUED,$5001 TO $10000,OTHER - EXPLAIN IN NARRATIVE,I-69,0,,2022-07-13 04:30:00,,,
INDIANA UNIV BLOOMINGTON PD,221152,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,E 10TH ST,,,,,E 10TH ST,,,,,Y,,0.0,,39.16134361391062,-86.53364446042508,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,$1001 TO $2500,BACKING CRASH,E 10THST,0,,2022-03-29 10:07:00,,,
BLOOMINGTON PD,B22-37494,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,S WALNUT ST,,,,,S WALNUT ST,E HILLSIDE DR,,,,Y,,0.0,,39.15389087858216,-86.57616133688887,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,$2501 TO $5000,REAR END,SWALNUTSTEHILLSIDEDR,0,,2022-09-16 15:25:00,,,
MONROE SD,M22A4180,MONROE,WASHINGTON,BLOOMINGTON,1,,0,0,0,,ST RD 37,,,,,ST RD 37,MAIN FOREST RD,,,,N,,800.0,,39.1140094,-86.54508469,LOCAL/CITY RD,,,,RURAL,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE LN MOVEMENT,$50001 TO $100000,RAN OFF RD,OLDSTATERD37MAINFORESTRD,0,,2022-02-21 06:04:00,,,
BLOOMINGTON PD,B22-19400,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,S IN 46,,,,,S IN 46,EASTGATE LN,,,,Y,,53.0,,39.179126373988154,-86.58309401816477,ST RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,$1001 TO $2500,REAR END,SIN46EASTGATELN,0,,2022-05-26 13:44:00,,,
BLOOMINGTON PD,B22-21561,MONROE,VAN BUREN,BLOOMINGTON,2,,1,0,0,,W 3RD ST,,,,,W 3RD ST,S CURRY PK,,,,Y,,0.0,,39.29595842293865,-86.64257291619849,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,$1001 TO $2500,REAR END,W 3RDSTSCURRYPK,0,,2022-06-09 17:15:00,,,
BLOOMINGTON PD,B22-42529,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,E HILLSIDE DR,,,,,E HILLSIDE DR,S NANCY ST,,,,Y,,0.0,,39.00165445,-86.38080215,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,$2501 TO $5000,REAR END,SNANCYSTEHILLSIDEDR,0,,2022-10-14 17:00:00,,,
INDIANA UNIV BLOOMINGTON PD,223936,MONROE,BLOOMINGTON,BLOOMINGTON,2,,3,0,0,,ST RD 45,,,,,ST RD 45,N FEE LN,,,,Y,,1000.0,,39.13235305823881,-86.58259138514698,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$10001 TO $25000,RIGHT ANGLE,STATERD45NFEELN,0,,2022-10-13 10:15:00,,,
MONROE SD,M22A6792,MONROE,PERRY,BLOOMINGTON,1,,1,0,0,,S ST RD 37,,,,,S ST RD 37,E DILLMAN RD,,,,N,,0.0,,39.14254,-86.55809,ST RD,,,,RURAL,N,Y,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE SPEED,$10001 TO $25000,RAN OFF RD,SSTATERD37EDILLMANRD,0,,2022-03-25 08:35:00,,,
BLOOMINGTON PD,B22-10861,MONROE,PERRY,BLOOMINGTON,2,,2,0,0,,E WINSLOW RD,,,,,E WINSLOW RD,S HENDERSON ST,,,,Y,,0.0,,39.17328895,-86.53520105,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$25001 TO $50000,HEAD ON BETWEEN TWO MOTOR VEHICLES,SHENDERSONSTEWINSLOWRD,0,,2022-03-30 04:43:00,,,
BLOOMINGTON PD,B22-10923,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,E 2ND ST,,,,,E 2ND ST,S WALNUT ST,,,,Y,,0.0,,39.166134073617215,-86.5820515836104,LOCAL/CITY RD,,,,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,,ASPHALT,DISREGARD SIGNAL/REG SIGN,$2501 TO $5000,RIGHT ANGLE,SWALNUTSTE 2NDST,0,,2022-03-31 00:35:00,,,
MONROE SD,M22A11707,MONROE,BENTON,BLOOMINGTON,1,,0,0,0,,E BETHEL LN,,,,,E BETHEL LN,,,,,N,,0.0,,39.1732581191443,-86.519611408403,COUNTY RD,,,,RURAL,Y,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN RDWAY,$10001 TO $25000,COLLISION WITH ANIMAL OTHER,EBETHELLN,0,,2022-05-20 23:33:00,,,
INDIANA UNIV BLOOMINGTON PD,223421,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,1320,E 10TH ST,,,,,E 10TH ST,,,,,Y,,0.0,,39.104729034072236,-86.54028434070834,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,$2501 TO $5000,BACKING CRASH,EAST10THST,0,,2022-09-20 17:45:00,,,
BLOOMINGTON PD,B22-42782,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,S HENDERSON ST,,,,,S HENDERSON ST,E HILLSIDE DR,,,,Y,,0.0,,39.16426825599632,-86.52694467065214,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,UNDER $1001,REAR END,SHENDERSONSTEHILLSIDEDR,0,,2022-10-16 11:50:00,,,
ISP BLOOMINGTON 33,2.022E+11,MONROE,VAN BUREN,BLOOMINGTON,1,,0,0,0,,W ST RD 45,,,,,W ST RD 45,S DARRELL DR.,,,,N,,500.0,,39.17240899,-86.51285886,ST RD,,,,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO MAINTAIN LN,$1001 TO $2500,RAN OFF RD,WSTATERD45SDARRELLDR.,0,,2022-09-03 20:52:00,,,
MONROE SD,M22A17879,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,S ROGERS,,,,,S ROGERS,THAT RD,,,,N,,0.0,,39.02870776,-86.40843544,LOCAL/CITY RD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,RIGHT ANGLE,THATRDSROGERS,0,,2022-07-24 14:30:00,,,
BLOOMINGTON PD,B22-33929,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,1918,W 3RD ST,,,,,W 3RD ST,,,,,Y,,0.0,,39.061832985544015,-86.53615123539733,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,IMPROPER TURNING,UNDER $1001,OPPOSITE DIRECTION SIDESWIPE,W 3RDST,0,,2022-08-27 12:10:00,,,
BLOOMINGTON PD,B22-15914,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,,,,,,,,,,,Y,,0.0,,39.164169309607296,-86.49497080649856,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,$1001 TO $2500,BACKING CRASH,,0,,2022-05-02 17:45:00,,,
BLOOMINGTON PD,B22-32297,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,W 3RD ST,,,,,W 3RD ST,ON RAMP TO NB I-69,,,,Y,,0.0,,39.18629,-86.53163,ST RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,$2501 TO $5000,REAR END,W 3RDSTONRAMPTONBI-69,0,,2022-08-18 16:30:00,,,
INDIANA UNIV BLOOMINGTON PD,221262,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,N FEE LN,,,,,N FEE LN,N FEE LN,,,,Y,,0.0,,39.15731079874015,-86.573305490319,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,NFEELNNFEELN,0,,2022-04-05 09:25:00,,,
BLOOMINGTON PD,B22-32503,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,N COLLEGE AVE,,,,,N COLLEGE AVE,W 7TH ST,,,,Y,,0.0,,39.172021731859985,-86.51236027759327,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,IMPROPER LN USAGE,$1001 TO $2500,SAME DIRECTION SIDESWIPE,W7THSTNCOLLEGEAVE,0,,2022-08-19 16:07:00,,,
MONROE SD,M22A21752,MONROE,CLEAR CREEK,BLOOMINGTON,1,,3,0,0,,S ST RD 37,,,,,S ST RD 37,W HOBART DR,,,,N,,0.0,,39.15051,-86.53367,COUNTY RD,,,,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,,ASPHALT,UNSAFE SPEED,$25001 TO $50000,RAN OFF RD,WHOBARTDRS.OLDSTATERD37,0,,2022-09-04 14:15:00,,,
BLOOMINGTON PD,B22-14015,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,S WALNUT ST,,,,,S WALNUT ST,E GRIMES LN,,,,Y,,0.0,,39.32688,-86.47237,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,,ASPHALT,UNSAFE LN MOVEMENT,$1001 TO $2500,SAME DIRECTION SIDESWIPE,S.WALNUTSTEGRIMESLN,0,,2022-04-21 11:57:00,,,
INDIANA UNIV BLOOMINGTON PD,222706,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,N EAGLESON AVE,,,,,N EAGLESON AVE,,,,,Y,,0.0,,39.17011485124906,-86.50138153095772,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,$2501 TO $5000,SAME DIRECTION SIDESWIPE,NEAGLESON AVEAVE,0,,2022-08-19 14:00:00,,,
INDIANA UNIV BLOOMINGTON PD,223116,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,N EAGLESON AVE,,,,,N EAGLESON AVE,E 17TH ST,,,,Y,,0.0,,39.16458732356862,-86.58297933517227,LOCAL/CITY RD,,,,URBAN,N,N,N,,UNKNOWN,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE LN MOVEMENT,UNDER $1001,SAME DIRECTION SIDESWIPE,NEAGLESON AVEAVEE17THST,0,,2022-09-01 18:00:00,,,
BLOOMINGTON PD,B22-22991,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,W 6TH ST,,,,,W 6TH ST,N WALNUT ST,,,,Y,,0.0,,39.15048744486878,-86.51107961184852,LOCAL/CITY RD,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,W6THSTNWALNUTST,0,,2022-06-19 01:00:00,,,
BLOOMINGTON PD,B22-25982,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,W BLOOMFIELD RD,,,,,W BLOOMFIELD RD,W ALLEN ST,,,,Y,,0.0,,39.18592131569967,-86.51969049376588,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,SAME DIRECTION SIDESWIPE,W.BLOOMFIELDRDW.ALLENST,0,,2022-07-08 12:15:00,,,
