Agency,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control
ISP BLOOMINGTON 33,BLOOMINGTON,4/17/2020,1:40 PM,2,,2,0,0,,,,SR 45,S DUNLAP RD,,375,W,39.11916194,-86.61952562,STATE ROAD,,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,LEFT OF CENTER,OPPOSITE DIRECTION SIDESWIPE,,
ISP BLOOMINGTON 33,BLOOMINGTON,4/17/2020,9:05 PM,2,,0,0,0,,,,I-69 N,,,475,N,39.28851657,-86.51884074,INTERSTATE,,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE SPEED,SAME DIRECTION SIDESWIPE,,
MONROE SD,BLOOMINGTON,4/18/2020,2:50 PM,2,0,0,0,0,,,,W THAT RD,S VICTOR PIKE,,,,39.11464,-86.5464,COUNTY ROAD,N,RURAL,Y,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,THATRDVICTORPIKE,STOP SIGN
BLOOMINGTON PD,BLOOMINGTON,4/18/2020,5:01 PM,2,0,0,0,0,4312,,,W CHERRY ORCHARD CT,,,,,,,UNKNOWN,Y,URBAN,N,N,N,,UNKNOWN,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,WCHERRYORCHARDCT,NONE
MONROE SD,BLOOMINGTON,4/19/2020,6:36 AM,1,0,1,0,0,,,,SR 46,N LOWER BIRDIE GALYAN RD,,,,0,0,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,T-INTERSECTION,CURVE/GRADE,ASPHALT,DRIVER ASLEEP OR FATIGUED,RAN OFF ROAD,NLOWERBIRDIEGALYANRDSR46E,NONE
BLOOMINGTON PD,BLOOMINGTON,4/20/2020,5:06 PM,2,0,0,0,0,,,,SR 46,E MORNINGSIDE DR,,200,W,39.197648,-86.558304,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,E46STATERDS446STATERD,NONE
MONROE SD,BLOOMINGTON,4/20/2020,5:52 PM,2,0,0,0,0,,,,W ARLINGTON RD,N MAPLE GROVE RD,,,,39.19968,-86.55968,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,CONCRETE,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,RAN OFF ROAD,NMAPLEGROVERDWARLINGTONRD,NONE
BLOOMINGTON PD,BLOOMINGTON,4/21/2020,5:10 AM,2,0,0,0,0,,,,S MADISON ST,,,200,N,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,MADISONSTWILSONST,NONE
ISP BLOOMINGTON 33,BLOOMINGTON,4/21/2020,11:05 AM,2,,0,0,0,,,,SR 37,E SMITHVILLE RD,,0,W,39.0709131,-86.53609282,STATE ROAD,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,,
MONROE SD,BLOOMINGTON,4/21/2020,11:35 AM,2,0,0,0,0,,,,N OLD SR 37,,,1000,N,39.41425192,-86.48317,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,CURVE/GRADE,ASPHALT,LEFT OF CENTER,OPPOSITE DIRECTION SIDESWIPE,FARRRDNOLD37HWY,NONE
BLOOMINGTON PD,BLOOMINGTON,4/22/2020,7:57 PM,2,0,0,0,0,,,,SR 46,KINGSTON DR S,,,,39.16424,-86.492944,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,CONCRETE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,REAR END,SKINGSTONDRW3RDST,NONE
BLOOMINGTON PD,BLOOMINGTON,4/22/2020,11:45 PM,2,0,0,0,0,,,,E 2ND ST,S DUNN ST,,,,39.16137,-86.52841,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,SAME DIRECTION SIDESWIPE,EAST2NDSTSOUTHDUNNST,NONE
ELLETTSVILLE PD,ELLETTSVILLE,4/24/2020,1:12 PM,3,0,0,0,0,,,,SR 46,N LOVE LN,,200,E,39.21881944,-86.60174195,STATE ROAD,N,URBAN,N,N,Y,LANE CLOSURE,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,LOVELNSR46W,LANE CONTROL
MONROE SD,BLOOMINGTON,4/24/2020,7:21 PM,3,0,0,0,0,,,,S CARBERRY CT,,,250,S,39.08888718,-86.52055,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,SCARBERRYCTSDERBYDR,NONE
BLOOMINGTON PD,BLOOMINGTON,4/24/2020,8:30 PM,4,0,0,0,0,,,,N COLLEGE AVE,,,250,S,39.171744,-86.534768,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,NCOLLEGEAVEW10THST,TRAFFIC CONTROL SIGNAL
MONROE SD,BLOOMINGTON,4/25/2020,4:19 AM,1,0,1,0,0,,,,SR 446,,,450,N,39.18342008,-86.45682,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,KNIGHTRIDGERDSR446S,LANE CONTROL
MONROE SD,BLOOMINGTON,4/25/2020,1:28 PM,2,0,0,0,0,,,,S GARRISON CHAPEL RD,SR 45,,,,39.111024,-86.638304,COUNTY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SOUTHGARRISONCHAPELRDWESTSTATEROAD45RD,STOP SIGN
MONROE SD,BLOOMINGTON,4/25/2020,3:37 PM,2,0,0,0,0,5337,,,S WALNUT ST,S FAIRFAX RD,,185,N,39.12672404,-86.52648,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,FAIRFAXRDWALNUTST,NONE
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,4/25/2020,5:07 PM,1,0,0,0,0,,,,SR 45/46,N FEE LN,,175,E,39.1863,-86.53164514,STATE ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,MATLOCKRDSR46,NONE
ISP BLOOMINGTON 33,BLOOMINGTON,4/25/2020,5:30 PM,1,,0,0,0,,,123C,I-69 S,N SR 37 BUSINESS,,845,S,39.23172739,-86.5407826,INTERSTATE,,RURAL,N,N,N,,DAYLIGHT,CLOUDY,WET,,RAMP,,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RIGHT ANGLE,,
BLOOMINGTON PD,BLOOMINGTON,4/26/2020,9:25 AM,2,0,0,0,0,,,,N KINSER PIKE,SR 45/46,,,,39.186544,-86.537888,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,BYPASS4546RDSNKINSERPIKE,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,4/26/2020,4:01 PM,2,0,3,0,0,,,,S COLLEGE AVE,W 3RD ST,,,,39.16464,-86.534816,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,SCOLLEGEAVEW3RDST,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,4/26/2020,6:06 PM,1,0,0,0,0,,,,W 2ND ST,S WALNUT ST,,,,39.16607,-86.53339,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,101W2NDSTSOUTHWALNUTST,TRAFFIC CONTROL SIGNAL
MONROE SD,BLOOMINGTON,4/26/2020,9:58 PM,1,0,0,0,0,4406,,,W TANGLEWOOD RD,,,,,39.232972,-86.586744,UNKNOWN,N,RURAL,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,TANGLEWOODRD,NONE
MONROE SD,BLOOMINGTON,4/27/2020,8:22 AM,1,0,0,0,0,2323,,,W ARLINGTON RD,,,,,39.209952,-86.582896,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,NARLINGTONRD,NONE
BLOOMINGTON PD,BLOOMINGTON,4/27/2020,1:05 PM,2,0,0,0,0,,,,N WALNUT ST,E BLUE RIDGE DR,,,,39.196848,-86.5344,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EASTBLUERIDGEDRNORTHWALNUTST,NONE
MONROE SD,ELLETTSVILLE,4/28/2020,1:39 AM,1,0,0,0,0,,,,SR 46,N UNION VALLEY RD,,,,39.21513,-86.59268,STATE ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH ANIMAL OTHER,SR46WUNIONVALLEYRD,TRAFFIC CONTROL SIGNAL
MONROE SD,BLOOMINGTON,4/28/2020,8:12 AM,2,0,1,0,0,,,,SR 45,S CURRY PIKE,,2000,W,39.13972791,-86.58896743,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SCURRYPIKESR45W,NONE
BLOOMINGTON PD,BLOOMINGTON,4/29/2020,3:06 AM,1,0,0,0,1,,,,S THE STANDS DR,E OAKMONT DR,,,,39.13316,-86.50609,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,WET,,T-INTERSECTION,CURVE/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH ANIMAL OTHER,OAKMONTDRTHESTANDSDR,NONE
MONROE SD,BLOOMINGTON,4/29/2020,6:35 AM,1,0,0,0,0,,,,I-69 S,,,500,S,39.16915017,-86.5495,INTERSTATE,N,URBAN,N,N,N,,DAWN/DUSK,CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,ANIMAL/OBJECT IN ROADWAY,RAN OFF ROAD,I69SKINSERPIKE,NONE
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,4/29/2020,7:00 AM,1,0,0,0,0,,,,N JEFFERSON ST,E 10TH ST,,70,E,0,0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,10THSTJEFFERSONST,NONE
BLOOMINGTON PD,BLOOMINGTON,4/29/2020,3:37 PM,2,0,3,0,0,,,,S WALNUT ST,ENTRANCE TO STARBUCKS,,200,N,39.146944,-86.532544,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,HEAD ON BETWEEN TWO MOTOR VEHICLES,EMILLERDRSWALNUTST,NONE
MONROE SD,BLOOMINGTON,4/29/2020,8:33 PM,1,0,0,0,0,,,,N OLD SR 37,MAIN FOREST RD,,3700,N,39.71975553,-86.47272,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLOUDY,WET,,NO JUNCTION INVOLVED,CURVE/LEVEL,CONCRETE,ANIMAL/OBJECT IN ROADWAY,RAN OFF ROAD,EMAINFORRESTRDSR37N,NONE
ELLETTSVILLE PD,ELLETTSVILLE,4/29/2020,9:26 PM,2,0,0,0,0,,,,SR 46,N 5TH ST,,,,39.23384,-86.624704,STATE ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SALESTSR46W,NONE
MONROE SD,BLOOMINGTON,4/30/2020,5:01 AM,1,0,0,0,0,6675,,,W VERNAL PIKE,,,,,39.18728327,-86.63557845,LOCAL/CITY ROAD,Y,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,WVERNALPIKE,NONE
BLOOMINGTON PD,BLOOMINGTON,5/1/2020,10:01 AM,2,0,0,0,0,519,,,W 1ST ST,ENTRANCE TO IU HEALTH BLOOMINGTON HOSPITAL,,,,39.159344,-86.52822659,UNKNOWN,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,UNSAFE BACKING,BACKING CRASH,1STST,NONE
BLOOMINGTON PD,BLOOMINGTON,5/1/2020,10:50 AM,2,0,0,0,0,,,,SR 45,W INDUSTRIAL BLVD,,,,0,0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SINDUSTRIALBLVDWBLOOMFIELDRD,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,5/1/2020,11:39 AM,3,0,1,0,0,,,Y,SR 48,I-69 S,,,,39.16453,-86.57328,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SOUTHI69RAMPWEST3RDST,TRAFFIC CONTROL SIGNAL
ISP BLOOMINGTON 33,BLOOMINGTON,5/1/2020,3:05 PM,1,,0,0,0,,,,I-69 N,N KINSER PIKE OVERPASS,,370,N,39.22184443,-86.54932684,INTERSTATE,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,,
ISP BLOOMINGTON 33,BLOOMINGTON,5/1/2020,3:15 PM,1,,0,0,0,,,,I-69 N,N KINSER PIKE OVERPASS,,422,N,39.22190515,-86.5492821,INTERSTATE,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH OBJECT IN ROAD,,
BLOOMINGTON PD,BLOOMINGTON,5/1/2020,4:47 PM,2,0,0,0,0,,,,W 3RD ST,S KIMBLE DR,,,,39.16464,-86.568,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,BRAKE FAILURE OR DEFECTIVE,REAR END,SKIMBLEDRW3RDST,TRAFFIC CONTROL SIGNAL
MONROE SD,BLOOMINGTON,5/2/2020,12:25 PM,1,0,1,0,0,,,,SR 48,,,3000,W,39.1675301,-86.65896484,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,GARRISONCHAPELRDSR48W,NONE
BLOOMINGTON PD,BLOOMINGTON,5/2/2020,1:09 PM,2,0,0,0,0,500,,,W HAYS CT,,,,,39.143132,-86.539615,UNKNOWN,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,WHAYSCT,NONE
MONROE SD,BLOOMINGTON,5/2/2020,2:52 PM,1,0,1,0,0,,,,SR 37,S ZIKES RD,,,,39.04941,-86.54102,STATE ROAD,N,RURAL,N,Y,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,COLLISION WITH OBJECT IN ROAD,SR37SZIKESRD,LANE CONTROL
BLOOMINGTON PD,BLOOMINGTON,5/2/2020,9:30 PM,1,0,1,0,0,1511,,,S HUNTINGTON DR,,,,,39.14987633,-86.52072333,UNKNOWN,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER LANE USAGE,OTHER - EXPLAIN IN NARRATIVE,SHUNTINGTONDR,NONE
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,5/3/2020,12:05 PM,2,0,0,0,0,,,,E 3RD ST,S JORDAN AVE,,158,W,39.16425,-86.51524633,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,LEFT TURN,SWAINAVETHIRDST,NONE
ISP BLOOMINGTON 33,BLOOMINGTON,5/3/2020,12:35 PM,2,,0,0,0,,,,S LEONARD SPRINGS RD,W LEONARD SPRINGS RD,,0,S,39.122348,-86.591702,COUNTY ROAD,,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,,ASPHALT,UNSAFE BACKING,BACKING CRASH,,
ISP BLOOMINGTON 33,BLOOMINGTON,5/3/2020,2:05 PM,1,,2,0,0,,,,SR 45,W AIRPORT RD,,317,W,39.13601214,-86.59494946,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,,,,
ISP BLOOMINGTON 33,BLOOMINGTON,5/3/2020,4:52 PM,2,,0,0,0,,,,S WALNUT ST,W DILLMAN RD,,0,S,39.092981,-86.544167,COUNTY ROAD,,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,,
MONROE SD,BLOOMINGTON,5/3/2020,6:19 PM,1,0,1,0,0,,,,SR 45,N BENT PINE RD,,185,S,0,0,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,BENTPINEDRSR45,NONE
MONROE SD,BLOOMINGTON,5/4/2020,4:08 AM,1,0,0,0,1,,,,SR 45,S DUNCAN RD,,750,W,39.13365949,-86.59815513,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,DUNCANRDSR45W,LANE CONTROL
ELLETTSVILLE PD,ELLETTSVILLE,5/4/2020,9:09 AM,2,0,0,0,0,,,,SR 46,S SALE ST,,,,39.23384,-86.624704,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SALESTTEMPERANCEST,TRAFFIC CONTROL SIGNAL
MONROE SD,BLOOMINGTON,5/4/2020,7:50 PM,1,0,0,0,0,,,,SR 48,,,1000,E,39.16339763,-86.64617348,STATE ROAD,N,RURAL,N,N,N,,DAWN/DUSK,CLOUDY,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,GARRISONCHAPELRDSR48W,NONE
ISP BLOOMINGTON 33,BLOOMINGTON,5/4/2020,10:15 PM,1,,0,0,0,,,,SR 37,,,739,N,39.02139301,-86.53629151,STATE ROAD,,RURAL,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RAN OFF ROAD,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,5/5/2020,12:35 PM,2,0,0,0,0,,,,SR 46,E 10TH ST,,,,0,0,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SR46UNIONVILLERD,LANE CONTROL
BLOOMINGTON PD,BLOOMINGTON,5/5/2020,1:34 PM,2,0,1,0,0,,,,SR 45,S LIBERTY DR,,,,0,0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SLIBERTYDRWBLOOMFIELDRD,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,5/5/2020,3:21 PM,2,0,0,0,0,,,Y,SR 45,I-69 S,,,,39.14753,-86.57295,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,LEFT TURN,I69SRPWBLOOMFIELDRD,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,5/5/2020,5:28 PM,1,0,0,0,0,522,,,SR 45/46,N KINSER PIKE,,,,39.18517355,-86.53802122,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,NON-ROADWAY CRASH,OTHER - EXPLAIN IN NARRATIVE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RAN OFF ROAD,WGOURLEYPIKE,NONE
BLOOMINGTON PD,BLOOMINGTON,5/5/2020,7:38 PM,2,0,0,0,0,,,,W BLOOMFIELD RD,S WEIMER RD,,,,39.16141195,-86.54638032,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAWN/DUSK,CLOUDY,WET,,T-INTERSECTION,CURVE/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT TURN,SWEIMERRDWBLOOMFIELDRD,STOP SIGN
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,5/6/2020,5:00 PM,3,0,1,0,0,,,,SR 45/46,E 10TH ST,,150,N,0,0,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,10THSTSR4546S,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,5/6/2020,7:00 PM,2,0,0,0,0,,,,E 8TH ST,N WASHINGTON ST,,100,E,39.169552,-86.5324,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,UNKNOWN,,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE SPEED,SAME DIRECTION SIDESWIPE,E8THSTNWASHINGTONST,NONE
MONROE SD,BLOOMINGTON,5/6/2020,8:50 PM,2,0,0,0,0,,,,W LEONARD SPRINGS RD,S ISON RD,,,,39.12231,-86.60577,COUNTY ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SISONRDWLEONARDSPRINGSRD,STOP SIGN
BLOOMINGTON PD,BLOOMINGTON,5/7/2020,9:17 AM,2,0,1,0,0,,,,SR 48,S WESTERN DR,,,,39.164848,-86.586592,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,INTERCHANGE,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SR48WWESTERNDR,STOP SIGN
BLOOMINGTON PD,BLOOMINGTON,5/7/2020,10:15 AM,2,0,0,0,0,,,,N COLLEGE AVE,W 10TH ST,,,,39.17168,-86.53483,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,IMPROPER LANE USAGE,SAME DIRECTION SIDESWIPE,10THSTCOLLEGEAVE,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,5/7/2020,11:55 AM,2,0,2,0,0,,,,S LIBERTY DR,ENTRANCE TO WHITEHALL PLAZA (N),,40,S,39.16038022,-86.57913,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,3RDSTLIBERTYDR,LANE CONTROL
