Agency,Local Code,County,Township,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Name,Roadway Suffix,Roadway Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Intersecting Road Number,Mile Marker,Interchange,Corporate Limits?,Property Type,Feet From,Direction,Latitude,Longitude,Roadway Class,Traffic Control Devices?,Aggressive Driving?,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Damage Estimate,Manner of Collision,Unique Location Id,State Property Damage?,Traffic Control,DateTime,Address Number
BLOOMINGTON PD,B1945587,MONROE,PERRY,BLOOMINGTON,1,0.0,0.0,0,0,,ROGERS,ST,,,,S ROGERS,CHEROKEE,,,,Y,,,,39.146992,-86.5388,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,OTHER LIGHTS DEFECTIVE,UNDER $1001,REAR END,CHEROKEEDRSROGERSST,1,NONE,2019-10-28 22:04:00,
BLOOMINGTON PD,B2024255,MONROE,PERRY,BLOOMINGTON,1,0.0,0.0,0,0,,2ND,ST,,,,2ND,MORTON,,,,Y,,,,39.161472,-86.53624,LOCAL/CITY RD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,TRAIL CROSSINGS,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,2NDSTMORTONST,1,STOP SIGN,2020-07-05 09:00:00,
INDIANA UNIV BLOOMINGTON PD,201509,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,3RD,ST,,,,3RD,INDIANA,,,,Y,,,,,,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,$1001 TO $2500,RIGHT TURN,INDIANAAVE 3RDST,1,TRAFFIC CONTROL SIGNAL,2020-09-03 10:55:00,
BLOOMINGTON PD,B2019759,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,N ROGERS,ST,,,,N ROGERS,10TH,,,,Y,,50.0,S,39.16611186,-86.53861,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,TRAIL CROSSINGS,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,10THSTNROGERSST,1,LN CONTROL,2020-05-29 14:58:00,
BLOOMINGTON PD,B2019329,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,,,ST RD 46E,,,ST RD 46E,COLLEGE MALL,,,,Y,,,,39.16424,-86.4984,ST RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,COLLEGEMALLRDST RD 46E,1,TRAFFIC CONTROL SIGNAL,2020-05-26 10:56:00,
BLOOMINGTON PD,B2116214,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,N DUNN,ST,,,,N DUNN,E 8TH,,,,Y,,100.0,N,39.169648,-86.52824,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,$1001 TO $2500,RIGHT TURN,EAST8THSTNORTHDUNNST,1,LN CONTROL,2021-05-18 13:00:00,
BLOOMINGTON PD,B2136025,MONROE,VAN BUREN,BLOOMINGTON,1,0.0,0.0,0,0,,S WALNUT,ST,,,,S WALNUT,E 2ND,,,,Y,,,,39.161363,-86.533648,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,E 2NDSTSWALNUTST,1,TRAFFIC CONTROL SIGNAL,2021-10-07 14:36:00,
BLOOMINGTON PD,B2120216,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,1350.0,W BLOOMFIELD,RD,,,,W BLOOMFIELD,,,,,Y,,,,39.15998862,-86.55307876,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,Y-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,RIGHT TURN,WBLOOMFIELDRD,1,STOP SIGN,2021-06-17 15:10:00,
INDIANA UNIV BLOOMINGTON PD,223830,MONROE,BLOOMINGTON,BLOOMINGTON,2,,1.0,0,0,,E 10TH ST,,,,,E 10TH ST,ST RD 46,,,,Y,,0.0,,39.17158451,-86.50198049,ST RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,DISREGARD SIGNAL/REG SIGN,$1001 TO $2500,RIGHT ANGLE,STATERD46E 10THST,0,,2022-10-09 13:15:00,
BLOOMINGTON PD,B22-27829,MONROE,PERRY,BLOOMINGTON,1,,1.0,0,0,,W BLOOMFIELD RD,,,,,W BLOOMFIELD RD,S PATTERSON DR,,,,Y,,0.0,,39.16079128,-86.54847248,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,WBLOOMFIELDRDSPATTERSONDR,1,,2022-07-20 15:15:00,
MONROE SD,M22A20320,MONROE,PERRY,BLOOMINGTON,1,,1.0,0,0,5006.0,S ROGERS ST,,,,,S ROGERS ST,,,,,N,,0.0,,39.11133948,-86.54034256,PRIVATE DR,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OPPOSITE DIRECTION SIDESWIPE,SROGERSST,1,,2022-08-19 17:39:00,
BLOOMINGTON PD,B22-41135,MONROE,PERRY,BLOOMINGTON,1,,2.0,0,0,,S COLLEGE MALL RD,,,,,S COLLEGE MALL RD,E 3RD ST,,,,Y,,0.0,,39.16295394,-86.49799161,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,LEFT TURN,SCOLLEGEMALLRDE 3RDST,1,,2022-10-06 18:56:00,
INDIANA UNIV BLOOMINGTON PD,224724,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0,0,,S HAWTHORNE DR,,,,,S HAWTHORNE DR,E 3RD ST,,,,Y,,0.0,,39.16428334,-86.52009077,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$10001 TO $25000,RIGHT TURN,SHAWTHORNEDRE 3RDST,1,,2022-12-02 11:23:00,
ISP BLOOMINGTON 33,2.022E+11,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0,0,,ST RD 46,,,,,ST RD 46,E MATLOCK RD,,,,N,,0.0,,39.18597033,-86.51968531,ST RD,,,,RURAL,N,N,N,,DARK (NOT LIGHTED),CLOUDY,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT ANGLE,STATERD46EMATLOCKRD,1,,2022-11-10 19:47:00,
BLOOMINGTON PD,B22-45464,MONROE,BLOOMINGTON,BLOOMINGTON,2,,1.0,0,0,,N WALNUT ST,,,,,N WALNUT ST,E 14TH ST,,,,Y,,0.0,,39.17593951,-86.53351833,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,,ASPHALT,UNSAFE LN MOVEMENT,UNDER $1001,LEFT TURN,NWALNUTSTE14THST,0,,2022-10-31 11:08:00,
ELLETTSVILLE PD,E1501895,MONROE,RICHLAND,ELLETTSVILLE,2,0.0,0.0,0,0,,,,ST RD 46 W,,,ST RD 46 W,UNION VALLEY,,,,Y,,200.0,E,39.21477514,-86.59228631,ST RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,SAME DIRECTION SIDESWIPE,ST RD 46 WUNIONVALLEYRD,0,LN CONTROL,2015-05-04 09:55:00,
BLOOMINGTON PD,50713228,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,,WOODLAWN,AVE,,,,S WOODLAWN AVE,UNIVERSITY,,,,Y,OTHER,,,39.160304,-86.52256,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,EUNIVERSITYSTSWOODLAWNAVE,1,STOP SIGN,2013-05-07 17:50:00,
BLOOMINGTON PD,50413287,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,,2ND,ST,,,,2ND ST,ROGERS,,,,Y,OTHER,,,39.16152,-86.538592,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,NONE,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,2NDSTROGERSST,1,FLASHING SIGNAL,2013-05-04 23:37:00,
BLOOMINGTON PD,82713150,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,DUNN,ST,,,,N DUNN ST,6TH,,,,Y,OTHER,100.0,S,39.16745336,-86.52820396,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,UNDER $1001,REAR END,E6THSTNDUNNST,1,LN CONTROL,2013-08-27 13:50:00,
BLOOMINGTON PD,80113225,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,1202.0,WALNUT,ST,,,,S WALNUT ST,,,,,Y,PRIVATE,,,39.15342171,-86.5336,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,NON-RDWAY CRASH,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,HEAD ON BETWEEN TWO MOTOR VEHICLES,SWALNUTST,1,NONE,2013-08-01 17:35:00,
INDIANA UNIV BLOOMINGTON PD,141297,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,N EAGLESON AVE,AVE,,,,N EAGLESON AVE,FEE,,,,Y,OTHER,800.0,E,39.18384,-86.5192,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT ANGLE,FEELNNORTHEAGLESON AVEAVE,1,NONE,2014-04-26 09:10:00,
MONROE SD,M14A3142,MONROE,RICHLAND,BLOOMINGTON,1,0.0,1.0,0,0,,VERNAL,PK,,,,VERNAL PK,CURRY,,,,N,OTHER,200.0,E,39.179248,-86.58249423,COUNTY RD,,N,N,RURAL,N,N,N,,DAWN/DUSK,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,CURRYPKVERNALPK,1,NONE,2014-09-15 07:33:00,
BLOOMINGTON PD,52214256,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,E 3RD,ST,,,,E 3RD ST,KINGSTON,,,,Y,OTHER,75.0,W,39.16424,-86.492944,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,E 3RDSTKINGSTONDR,1,NONE,2014-05-22 17:40:00,
BLOOMINGTON PD,73014109,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,N ROGERS,ST,,,,N ROGERS ST,W 11TH,,,,Y,OTHER,200.0,S,39.173184,-86.538528,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF RD RIGHT,UNDER $1001,REAR END,NROGERSSTW11THST,1,NONE,2014-07-30 11:29:00,
BLOOMINGTON PD,B1518421,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,,W 2ND,ST,,,,W 2ND,S MORTON,,,,Y,,,,39.161472,-86.53624,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,SMORTONSTW 2NDST,1,NONE,2015-05-06 18:12:00,
MONROE SD,M15A9297,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0,0,,ST RD 37,HWY,,,,ST RD 37,BOLTINGHOUSE,,,,N,,,,39.239744,-86.4992,LOCAL/CITY RD,,N,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,BOLTINGHOUSERDOLDST RD 37HWY,1,NONE,2015-05-06 17:41:00,
BLOOMINGTON PD,B1542663,MONROE,PERRY,BLOOMINGTON,1,0.0,0.0,0,0,,CLARIZZ,BLVD,,,,CLARIZZ,3RD,,,,Y,,,,39.16424,-86.4908,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,3RDSTCLARIZZBLVD,1,NONE,2015-10-06 10:45:00,
BLOOMINGTON PD,B1534899,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,298 W COUNTRY CLUB,DR,,,,W COUNTRY CLUB,S MADISON,,,,Y,,300.0,E,39.136524,-86.53554796,LOCAL/CITY RD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,298WCOUNTRYCLUBDRSMADISONAVE,1,NONE,2015-08-21 09:00:00,298
BLOOMINGTON PD,B1611495,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,3RD,ST,,,,3RD,CLARIZZ,,,,Y,,,,39.16424,-86.4908,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,RIGHT ANGLE,3RDSTCLARIZZBLVD,1,TRAFFIC CONTROL SIGNAL,2016-03-27 10:39:00,
BLOOMINGTON PD,B1622153,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,,DODDS,ST,,,,DODDS,B LINE,,,,Y,,,,0.0,0.0,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,BLINETRLDODDSST,1,STOP SIGN,2016-06-10 18:16:00,
BLOOMINGTON PD,B1615424,MONROE,BLOOMINGTON,BLOOMINGTON,2,0.0,1.0,0,0,,N GRANT,ST,,,,N GRANT,9TH,,,,Y,,,,39.170544,-86.529696,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,$10001 TO $25000,RIGHT ANGLE,9THSTNGRANTST,0,STOP SIGN,2016-04-23 11:10:00,
INDIANA UNIV BLOOMINGTON PD,160452,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0,0,,HAWTHORNE,DR,,,,HAWTHORNE,3RD,,,,Y,,500.0,N,39.21712297,-86.52008327,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,UNSAFE SPEED,UNDER $1001,SAME DIRECTION SIDESWIPE,3RDSTHAWTHORNEDR,1,OTHER REGULATORY SIGN/MARKING,2016-02-17 11:20:00,
MONROE SD,M16A19439,MONROE,VAN BUREN,BLOOMINGTON,1,0.0,1.0,0,0,,S SMITH,RD,,,,S SMITH,E SAINT REMY,,,,N,OTHER,55.0,S,39.13635739,-86.48038,LOCAL/CITY RD,,N,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,$2501 TO $5000,SAME DIRECTION SIDESWIPE,ESAINTREMYDRSSMITHRD,1,LN CONTROL,2016-08-25 18:02:00,
INDIANA UNIV BLOOMINGTON PD,161865,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,WOODLAWN,AVE,,,,WOODLAWN,TENTH,,,,Y,,,,39.17164028,-86.52349971,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,TENTHSTWOODLAWNAVE,1,TRAFFIC CONTROL SIGNAL,2016-08-24 09:00:00,
INDIANA UNIV BLOOMINGTON PD,162764,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,EAGLESON AVE,AVE,,,,EAGLESON AVE,3RD,,,,N,,,,39.16426018,-86.5163999,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,$1001 TO $2500,SAME DIRECTION SIDESWIPE,EAGLESON AVEAVE 3RDST,1,NONE,2016-11-04 16:00:00,
INDIANA UNIV BLOOMINGTON PD,161866,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,TENTH,ST,,,,TENTH,UNION,,,,Y,,80.0,W,39.171472,-86.509376,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,TENTHSTUNIONST,1,LN CONTROL,2016-08-24 11:25:00,
INDIANA UNIV BLOOMINGTON PD,171902,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0,0,,10TH,ST,,,,10TH,PARK,,,,Y,,,,39.171648,-86.524608,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,10THSTPARKAVE,1,STOP SIGN,2017-08-31 14:34:00,
BLOOMINGTON PD,B1708893,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,E 10TH,ST,,,,E 10TH,N INDIANA,,,,Y,OTHER,,,39.17168,-86.527024,LOCAL/CITY RD,Y,N,Y,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,NONE,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,E 10THSTNINDIANAAVE,1,TRAFFIC CONTROL SIGNAL,2017-03-09 22:06:00,
BLOOMINGTON PD,B1721188,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,2ND,ST,,,,2ND,BLINE,,,,Y,,,,0.0,0.0,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,TRAIL CROSSINGS,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,2NDSTBLINETRL,1,OTHER,2017-06-01 11:44:00,
INDIANA UNIV BLOOMINGTON PD,172056,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,E 10TH,ST,,,,E 10TH,N SUNRISE,,,,Y,,,,39.17154,-86.51232,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,E 10THSTNSUNRISEDR,1,TRAFFIC CONTROL SIGNAL,2017-09-10 17:01:00,
INDIANA UNIV BLOOMINGTON PD,180624,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,EAGLESON AVE,AVE,,,,EAGLESON AVE,JONES,,,,Y,,200.0,N,39.18635421,-86.51642,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,CURVE/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,JONESAVEEAGLESON AVEAVE,1,NONE,2018-03-06 09:20:00,
INDIANA UNIV BLOOMINGTON PD,172820,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,UNION,ST,,,,UNION,TENTH,,,,Y,,,,39.17157,-86.50935,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,SAME DIRECTION SIDESWIPE,TENTHSTUNIONST,1,TRAFFIC CONTROL SIGNAL,2017-11-13 11:10:00,
BLOOMINGTON PD,B1806494,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,E 5TH,ST,,,,E 5TH,S CLARK,,,,Y,,,,39.166848,-86.5048,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,UNDER $1001,RIGHT ANGLE,E5THSTSCLARKST,1,STOP SIGN,2018-02-17 19:00:00,
INDIANA UNIV BLOOMINGTON PD,182143,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,WOODLAWN,AVE,,,,WOODLAWN,9TH,,,,Y,,,,39.170544,-86.523488,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,9THSTWOODLAWNAVE,1,LN CONTROL,2018-09-20 15:55:00,
BLOOMINGTON PD,B1835766,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,PETE LLIS,DR,,,,PETE LLIS,LONGVIEW,,,,Y,,,,39.166944,-86.495056,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,LONGVIEWAVEPETEELLISDR,1,STOP SIGN,2018-09-01 08:35:00,
BLOOMINGTON PD,B1845422,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,S COLLEGE,AVE,,,,S COLLEGE,W 3RD,,,,Y,,,,39.16464,-86.534816,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,SCOLLEGEAVEW 3RDST,1,TRAFFIC CONTROL SIGNAL,2018-11-03 16:37:00,
BLOOMINGTON PD,B18-22987,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,2701.0,E 3RD,ST,,,,E 3RD,,,,,N,,,,39.16424,-86.4984,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,E 3RDST,1,STOP SIGN,2018-06-08 16:32:00,
BLOOMINGTON PD,B18-47446,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,S WALNUT,ST,,,,S WALNUT,E 4TH,,,,Y,,,,39.165648,-86.5336,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,RIGHT ANGLE,E4THSTSWALNUTST,1,TRAFFIC CONTROL SIGNAL,2018-11-18 15:00:00,
MONROE SD,M19A9500,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,VERNAL,PK,,,,W VERNAL,INDUSTRIAL PARK,,,,N,,,,0.0,0.0,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,WINDUSTRIALPARKDRWVERNALPK,1,NONE,2019-03-22 07:23:00,
BLOOMINGTON PD,B1926797,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,,W 1ST,ST,,,,W 1ST,S WALKER,,,,Y,,200.0,E,39.159648,-86.546,LOCAL/CITY RD,,N,N,URBAN,Y,N,N,,DAWN/DUSK,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,$5001 TO $10000,RIGHT ANGLE,SWALKERSTW1STST,1,NONE,2019-06-30 21:20:00,
