Agency,Local Code,County,Township,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Name,Roadway Suffix,Roadway Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Intersecting Road Number,Mile Marker,Interchange,Corporate Limits?,Property Type,Feet From,Direction,Latitude,Longitude,Roadway Class,Traffic Control Devices?,Aggressive Driving?,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Damage Estimate,Manner of Collision,Unique Location Id,State Property Damage?,Traffic Control,DateTime,Address Number
BLOOMINGTON PD,B1811024,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,E MILLER,DR,,,,E MILLER,S WALNUT,,,,Y,,200.0,E,39.146944,-86.532544,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,COLLISION WITH OBJECT IN RD,EMILLERDRSWALNUTST,1,LN CONTROL,2018-03-20 09:01:00,
INDIANA UNIV BLOOMINGTON PD,180817,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,1800.0,N FEE,LN,,,,N FEE,,,,,Y,,,,39.18217024,-86.51912929,OTHER,,Y,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,UNDER $1001,SAME DIRECTION SIDESWIPE,NFEELN,1,NONE,2018-03-28 18:50:00,
BLOOMINGTON PD,B1819636,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,KISSEL,DR,,,,W KISSEL,,,,,Y,,,,0.0,0.0,OTHER,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,UNDER $1001,BACKING CRASH,WKISSELDR,1,NONE,2018-05-15 13:37:00,
BLOOMINGTON PD,B1838586,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,N COLLEGE,AVE,,,,N COLLEGE,W 9TH,,,,Y,,,,39.170544,-86.534768,LOCAL/CITY RD,Y,N,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,NCOLLEGEAVEW9THST,1,TRAFFIC CONTROL SIGNAL,2018-09-19 20:30:00,
BLOOMINGTON PD,B1844330,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,1.0,0.0,615.0,W 1ST,ST,,,,W 1ST,,,,,Y,,,,39.177744,-86.53975543,OTHER,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,UNDER $1001,BACKING CRASH,W1STST,1,NONE,2018-10-27 20:45:00,
INDIANA UNIV BLOOMINGTON PD,182927,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,EAGLESON AVE,AVE,,,,EAGLESON AVE,7TH,,,,Y,,,,39.168944,-86.516016,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,E7THSTEAGLESON AVEAVE,1,OTHER,2018-11-30 12:19:00,
BLOOMINGTON PD,B1901594,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,350.0,LANDMARK,AVE,,,,S LANDMARK,,,,,Y,,,,39.16306,-86.55664,OTHER,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,UNDER $1001,LEFT TURN,SLANDMARKAVE,1,NONE,2019-01-11 18:55:00,
BLOOMINGTON PD,B1907936,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,PATTERSON,DR,,,,S PATTERSON,2ND,,,,Y,,,,39.1606,-86.548355,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SPATTERSONDRW 2NDST,1,TRAFFIC CONTROL SIGNAL,2019-02-25 19:20:00,
INDIANA UNIV BLOOMINGTON PD,190799,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,UNION,ST,,,,UNION,TENTH,,,,Y,,150.0,S,0.0,0.0,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAWN/DUSK,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,TENTHSTUNIONST,1,NONE,2019-03-24 19:25:00,
INDIANA UNIV BLOOMINGTON PD,191883,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,INDIANA,AVE,,,,INDIANA,NINTH,,,,Y,,,,39.17045,-86.52699,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,INDIANAAVENINTHST,1,LN CONTROL,2019-09-08 03:50:00,
INDIANA UNIV BLOOMINGTON PD,192683,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,INDIANA,AVE,,,,INDIANA,KIRKWOOD,,,,Y,,,,39.16653,-86.52693,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),BLOWING SAND/SOIL/SNOW,SNOW/SLUSH,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,INDIANAAVEKIRKWOODAVE,1,STOP SIGN,2019-11-11 19:16:00,
BLOOMINGTON PD,B2003304,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,7TH,ST,,,,7TH,ROGERS,,,,Y,,,,39.168704,-86.538576,LOCAL/CITY RD,,N,N,URBAN,Y,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,7THSTROGERSST,1,NONE,2020-01-23 11:24:00,
INDIANA UNIV BLOOMINGTON PD,200349,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,EAGLESON AVE,AVE,,,,EAGLESON AVE,E 17TH,,,,Y,,,,39.17883,-86.51093,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,WET,,T-INTERSECTION,CURVE/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,EAST17THSTEAGLESON AVEAVE,1,NONE,2020-02-06 21:48:00,
MONROE SD,M20A12149,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,S ST RD 37,,,S ST RD 37,ZIKES,,,,N,,,,39.04941,-86.54102,ST RD,,N,N,RURAL,N,Y,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,$2501 TO $5000,COLLISION WITH OBJECT IN RD,S ST RD 37ZIKESRD,1,LN CONTROL,2020-05-02 14:52:00,
BLOOMINGTON PD,B2016420,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,1511.0,HUNTINGTON,DR,,,,S HUNTINGTON,,,,,Y,,,,39.14987633,-86.52072333,OTHER,,Y,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER LN USAGE,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SHUNTINGTONDR,1,NONE,2020-05-02 21:30:00,
BLOOMINGTON PD,B2022913,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,E GRIMES,LN,,,,E GRIMES,S LINCOLN,,,,Y,,,,39.153424,-86.531152,LOCAL/CITY RD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,UNDER $1001,RIGHT ANGLE,EGRIMESLNSLINCOLNST,1,STOP SIGN,2020-06-24 12:15:00,
BLOOMINGTON PD,B2024804,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,W BLOOMFIELD,RD,,,,W BLOOMFIELD,,,,,Y,,,,0.0,0.0,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,S ST RD 37WBLOOMFIELDRD,1,TRAFFIC CONTROL SIGNAL,2020-07-09 10:47:00,
BLOOMINGTON PD,B20-37131,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,E 3RD,ST,,,,E 3RD,E ATWATER,,,,Y,,,,39.164448,-86.528096,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT TURN,E 3RDSTEATWATERAVE,1,TRAFFIC CONTROL SIGNAL,2020-10-12 19:55:00,
BLOOMINGTON PD,B2100399,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,S COLLEGE,AVE,,,,S COLLEGE,E KIRKWOOD,,,,Y,,,,39.16664,-86.5348,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,LEFT TURN,EKIRKWOODAVESCOLLEGEAVE,1,TRAFFIC CONTROL SIGNAL,2021-01-05 15:05:00,
BLOOMINGTON PD,B2100672,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0.0,0.0,1122.0,W 11TH,ST,,,,W 11TH,,,,,Y,,,,39.173344,-86.54734825,OTHER,,Y,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,W11THST,2,NONE,2021-01-08 11:29:00,
INDIANA UNIV BLOOMINGTON PD,214328,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0.0,0.0,,E 7TH ST,,,,,E 7TH ST,N FORREST AVE,,,,Y,,0.0,,39.16847157,-86.52234382,LOCAL/CITY RD,,,,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,LEFT TURN,NFORRESTAVEE7THST,1,,2021-12-17 06:30:00,
BLOOMINGTON PD,B22-26373,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0.0,0.0,,S WESTPLEX AVE,,,,,S WESTPLEX AVE,,,,,Y,,0.0,,39.16550199,-86.55399925,PRIVATE DR,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,SWESTPLEXAVE,1,,2022-07-11 02:07:00,
BLOOMINGTON PD,B23-14632,MONROE,PERRY,BLOOMINGTON,1,,1.0,0.0,0.0,,S COLLEGE AVE,,,,,S COLLEGE AVE,W 2ND ST,,,,Y,,150.0,,39.1605177,-86.53501813,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,COLLISION WITH ANIMAL OTHER,W 2NDSTSCOLLEGEAVE,1,,2023-03-23 18:41:00,
BLOOMINGTON PD,B2131258,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,COLLEGE,AVE,,,,COLLEGE,11TH,,,,Y,,500.0,N,39.17460528,-86.534752,LOCAL/CITY RD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,COLLISION WITH OBJECT IN RD,11THSTCOLLEGEAVE,1,LN CONTROL,2021-09-04 12:00:00,
MONROE SD,M21A27272,MONROE,VAN BUREN,BLOOMINGTON,1,0.0,1.0,0.0,0.0,3585.0,W STATE 45,RD,,,,W STATE 45,,,,,Y,,,,39.141477,-86.58021,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,WSTATE45RD,1,NONE,2021-10-02 18:57:00,
INDIANA UNIV BLOOMINGTON PD,221991,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0.0,0.0,,N EAGLESON AVE,,,,,N EAGLESON AVE,N FISHER CT,,,,Y,,0.0,,39.1837542,-86.51601113,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,,ASPHALT,IMPROPER PASSING,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,NEAGLESON AVEAVENFISHERCT,1,,2022-05-27 16:00:00,
BLOOMINGTON PD,B23-08482,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0.0,0.0,215.0,S WESTPLEX AVE,,,,,S WESTPLEX AVE,,,,,Y,,0.0,,39.16491629,-86.55384361,,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,UNDER $1001,RIGHT TURN,SWESTPLEXAVE,1,,2023-02-19 18:00:00,
BLOOMINGTON PD,B23-14853,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0.0,0.0,,S PETE LLIS DR,,,,,S PETE LLIS DR,N PETE LLIS DR,,,,Y,,0.0,,39.16691885,-86.49494383,LOCAL/CITY RD,,,,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,COLLISION WITH OBJECT IN RD,SPETEELLISDRNPETEELLISDR,1,,2023-03-24 21:15:00,
BLOOMINGTON PD,B22-52622,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0.0,0.0,,2813 E 3RD ST,,,,,E 3RD ST,,,,,Y,,0.0,,39.16556576,-86.49597592,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,VIEW OBSTRUCTED,UNDER $1001,LEFT TURN,2813E 3RDST,1,,2022-12-19 13:27:00,2813
INDIANA UNIV BLOOMINGTON PD,230466,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0.0,0.0,,E 3RD ST,,,,,E 3RD ST,S EAGLESON AVE,,,,Y,,0.0,,39.16429582,-86.51650733,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT/RIGHT TURN,SEAGLESONAVEE 3RDST,1,,2023-02-03 16:55:00,
MONROE SD,M15A6192,MONROE,RICHLAND,ELLETTSVILLE,1,0.0,1.0,0.0,0.0,4499.0,,,ST RD 46,,,W ST RD 46,,,,,Y,,,,39.2512,-86.652504,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,UNDER $1001,BACKING CRASH,WST RD 46HWY,1,NONE,2015-03-31 15:30:00,
BLOOMINGTON PD,51613110,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,E 3RD,ST,,,,E 3RD ST,S KINGSTON,,,,Y,OTHER,,,39.16424,-86.492944,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAWN/DUSK,CLOUDY,DRY,NONE,FOUR-WAY INTERSECTION,CURVE/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,E 3RDSTSOUTHKINGSTONAVE,1,TRAFFIC CONTROL SIGNAL,2013-05-16 10:00:00,
BLOOMINGTON PD,61513248,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,3RD,ST,,,,3RD ST,,ST RD 37N,,,Y,OTHER,,,39.164752,-86.573104,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,NONE,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,LEFT TURN,3RDSTST RD 37N,1,TRAFFIC CONTROL SIGNAL,2013-06-15 18:35:00,
BLOOMINGTON PD,62613121,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,W KIRKWOOD,AVE,,,,W KIRKWOOD AVE,RODGERS,,,,Y,PRIVATE,,,39.16659496,-86.53870046,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,HEAD ON BETWEEN TWO MOTOR VEHICLES,RODGERSSTWESTKIRKWOODAVE,1,NONE,2013-06-26 14:21:00,
BLOOMINGTON PD,91913224,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,WALNUT,ST,,,,WALNUT ST,KIRKWOOD,,,,Y,OTHER,,,39.16658029,-86.53361029,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,KIRKWOODAVEWALNUTST,1,TRAFFIC CONTROL SIGNAL,2013-09-19 18:35:00,
BLOOMINGTON PD,92213004,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,17TH,ST,,,,17TH ST,LINCOLN,,,,Y,OTHER,,,39.17904,-86.530848,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,17THSTLINCOLNST,1,LN CONTROL,2013-09-22 00:06:00,
BLOOMINGTON PD,12514110,MONROE,BLOOMINGTON,BLOOMINGTON,2,0.0,3.0,0.0,0.0,,2ND,ST,,,,2ND ST,COLLEGE,,,,Y,OTHER,,,39.16138016,-86.53492994,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,WET,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,$5001 TO $10000,RIGHT ANGLE,2NDSTCOLLEGEAVE,1,TRAFFIC CONTROL SIGNAL,2014-01-25 12:32:00,
BLOOMINGTON PD,20314216,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,4113.0,N ROSEWOOD,DR,,,,N ROSEWOOD DR,,,,,Y,PRIVATE,,,39.20740128,-86.54956054,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,CONCRETE,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,UNDER $1001,NON-COLLISION,NROSEWOODDR,1,NONE,2014-02-03 19:35:00,
INDIANA UNIV BLOOMINGTON PD,140532,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,ATWATER,AVE,,,,ATWATER AVE,3RD,,,,Y,OTHER,251.0,S,39.16313936,-86.52589516,LOCAL/CITY RD,,N,Y,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,CURBED,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,ATWATERAVE 3RDST,1,STOP SIGN,2014-02-16 20:07:00,
BLOOMINGTON PD,30714047,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0.0,0.0,309.0,N WALNUT,ST,,,,N WALNUT ST,,,,,Y,PRIVATE,,,39.16871445,-86.53356669,LOCAL/CITY RD,,Y,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,NWALNUTST,1,NONE,2014-03-07 02:27:00,
BLOOMINGTON PD,51414205,MONROE,PERRY,BLOOMINGTON,2,0.0,1.0,0.0,0.0,1499.0,W BLOOMFIELD,RD,,,,W BLOOMFIELD RD,,,,,Y,PRIVATE,,,39.158448,-86.556992,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,$1001 TO $2500,BACKING CRASH,WBLOOMFIELDRD,0,NONE,2014-05-14 16:30:00,
BLOOMINGTON PD,62314180,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,MADISON,ST,,,,MADISON ST,17TH,,,,Y,OTHER,,,39.178992,-86.537792,LOCAL/CITY RD,Y,N,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,IMPROPER LN USAGE,UNDER $1001,REAR END,17THSTMADISONST,1,TRAFFIC CONTROL SIGNAL,2014-06-23 14:15:00,
BLOOMINGTON PD,83114038,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,309.0,N WALNUT,ST,,,,N WALNUT ST,,,,,Y,OTHER,,,39.16871445,-86.53356669,LOCAL/CITY RD,,N,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,NWALNUTST,0,NONE,2014-08-31 02:15:00,
BLOOMINGTON PD,90114089,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,S CURRY,PK,,,,S CURRY PK,W ST RD 48 3RD ST,,,,Y,OTHER,,,39.164544,-86.560096,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,CONCRETE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,RIGHT TURN,SCURRYPKWESTST RD 483RDSTRD,1,TRAFFIC CONTROL SIGNAL,2014-09-01 09:20:00,
BLOOMINGTON PD,B1413487,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,1919.0,S WALNUT,,,,,S WALNUT,,,,,Y,,,,39.14583588,-86.53125,OTHER,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,,,SOUTHWALNUTST,1,NONE,2014-11-03 14:43:00,
BLOOMINGTON PD,B1413748,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,WALNUT,,,,,WALNUT,,,,,Y,,,,39.186368,-86.5344,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,UNDER $1001,BACKING CRASH,ST RD 46 WWALNUTST,1,NONE,2014-11-05 14:45:00,
BLOOMINGTON PD,B1417019,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,3RD,,,,,3RD,INDIANA,,,,Y,,,,39.164448,-86.5268,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,RIGHT TURN,INDIANAAVE 3RDST,1,TRAFFIC CONTROL SIGNAL,2014-12-02 16:00:00,
INDIANA UNIV BLOOMINGTON PD,150053,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,INDIANA,,,,,INDIANA,6TH,,,,Y,,,,39.167744,-86.526928,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,LEFT TURN,6THSTINDIANAAVE,1,LN CONTROL,2015-01-13 11:49:00,
BLOOMINGTON PD,B1502069,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,DUNN,,,,,DUNN,KIRKWOOD,,,,Y,,,,39.16664,-86.528192,LOCAL/CITY RD,,N,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,COLLISION WITH OBJECT IN RD,DUNNSTKIRKWOODAVE,1,STOP SIGN,2015-01-17 02:01:00,
BLOOMINGTON PD,B1505690,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,WALNUT,,,,,WALNUT,HILLSIDE,,,,Y,,,,39.150544,-86.5336,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,LEFT TURN,HILLSIDEDRWALNUTST,1,TRAFFIC CONTROL SIGNAL,2015-02-10 20:00:00,
